,employeeid,firstname,lastname,gender,age,businesstravel,department,distancefromhome (km),state,ethnicity,education,educationfield,jobrole,maritalstatus,salary,stockoptionlevel,overtime,hiredate,attrition,yearsatcompany,yearsinmostrecentrole,yearssincelastpromotion,yearswithcurrmanager,performanceid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating
5884,29C2-1A3F,Wilone,Vautrey,Female,30,Some Travel,Technology,32,CA,White,3,Information Systems,Senior Software Engineer,Married,158656,1,No,2019-12-25,Yes,2,1,1,2,PR6094,5/25/2022,4,1,2,2,0,1,3,3
5885,29C2-1A3F,Wilone,Vautrey,Female,30,Some Travel,Technology,32,CA,White,3,Information Systems,Senior Software Engineer,Married,158656,1,No,2019-12-25,Yes,2,1,1,2,PR681,5/27/2015,3,2,5,3,0,2,3,3
5886,BC5E-3B7B,Farra,Boffey,Non-Binary,24,Some Travel,Sales,33,CA,White,1,Technical Degree,Sales Representative,Divorced,24174,1,No,2019-12-27,No,3,2,2,1,PR4775,3/16/2021,5,3,2,1,2,3,5,4
5887,7A1F-F1A3,Dunstan,Whife,Male,23,Some Travel,Sales,32,CA,White,3,Economics,Sales Executive,Single,84558,0,No,2019-12-30,No,3,3,3,2,PR388,8/30/2014,5,5,5,2,1,4,5,5
5888,AB61-2A7E,Mala,Van Castele,Female,22,Some Travel,Sales,29,IL,White,1,Economics,Sales Representative,Married,20802,0,No,2020-01-01,No,2,2,2,1,PR132,5/9/2013,4,2,3,3,1,5,4,3
5889,5A29-B9F4,Nicoli,Shavel,Female,28,Some Travel,Human Resources,14,CA,White,4,Marketing ,HR Executive,Single,149734,0,No,2020-01-02,No,2,0,1,1,PR5398,10/23/2021,4,2,5,3,2,4,4,4
5890,939F-2461,Grantham,Sandercock,Male,28,Some Travel,Technology,17,IL,White,3,Information Systems,Senior Software Engineer,Married,101210,1,No,2020-01-03,No,2,2,2,1,PR4473,12/10/2020,3,2,4,3,1,2,3,3
5891,98EE-8547,Lock,Pierson,Male,31,Some Travel,Technology,44,CA,White,3,Information Systems,Analytics Manager,Married,531629,1,Yes,2020-01-06,Yes,1,0,1,1,PR1441,1/29/2017,4,5,5,2,1,5,5,5
5892,98EE-8547,Lock,Pierson,Male,31,Some Travel,Technology,44,CA,White,3,Information Systems,Analytics Manager,Married,531629,1,Yes,2020-01-06,Yes,1,0,1,1,PR190,1/30/2014,4,4,3,2,2,2,5,4
5893,98EE-8547,Lock,Pierson,Male,31,Some Travel,Technology,44,CA,White,3,Information Systems,Analytics Manager,Married,531629,1,Yes,2020-01-06,Yes,1,0,1,1,PR2070,1/29/2018,5,4,2,3,0,5,3,2
5894,98EE-8547,Lock,Pierson,Male,31,Some Travel,Technology,44,CA,White,3,Information Systems,Analytics Manager,Married,531629,1,Yes,2020-01-06,Yes,1,0,1,1,PR2798,1/29/2019,4,3,2,3,0,5,3,2
5895,98EE-8547,Lock,Pierson,Male,31,Some Travel,Technology,44,CA,White,3,Information Systems,Analytics Manager,Married,531629,1,Yes,2020-01-06,Yes,1,0,1,1,PR3647,1/29/2020,3,2,5,3,0,3,4,4
5896,98EE-8547,Lock,Pierson,Male,31,Some Travel,Technology,44,CA,White,3,Information Systems,Analytics Manager,Married,531629,1,Yes,2020-01-06,Yes,1,0,1,1,PR4616,1/28/2021,5,2,4,3,2,5,5,4
5897,98EE-8547,Lock,Pierson,Male,31,Some Travel,Technology,44,CA,White,3,Information Systems,Analytics Manager,Married,531629,1,Yes,2020-01-06,Yes,1,0,1,1,PR483,1/30/2015,5,2,2,3,2,2,4,3
5898,98EE-8547,Lock,Pierson,Male,31,Some Travel,Technology,44,CA,White,3,Information Systems,Analytics Manager,Married,531629,1,Yes,2020-01-06,Yes,1,0,1,1,PR5677,1/28/2022,4,3,3,2,0,3,4,4
5899,98EE-8547,Lock,Pierson,Male,31,Some Travel,Technology,44,CA,White,3,Information Systems,Analytics Manager,Married,531629,1,Yes,2020-01-06,Yes,1,0,1,1,PR903,1/30/2016,3,3,5,3,0,4,5,4
5900,E071-137E,Isacco,Halden,Male,24,Some Travel,Sales,17,IL,White,2,Marketing ,Sales Representative,Married,63234,1,No,2020-01-08,No,2,1,2,2,PR590,4/2/2015,4,2,2,1,0,4,3,2
5901,BD33-DB2F,Hashim,Stolze,Male,24,Some Travel,Technology,17,NY,White,5,Computer Science,Machine Learning Engineer,Divorced,63747,1,No,2020-01-09,No,2,1,1,0,PR6587,11/17/2022,4,2,1,3,2,3,3,3
5902,5000-8203,Otha,Lehrmann,Female,38,Some Travel,Technology,10,CA,White,4,Information Systems,Analytics Manager,Divorced,445906,2,Yes,2020-01-13,No,2,0,1,2,PR6178,6/22/2022,3,5,4,2,1,4,4,4
5903,626D-4669,Gerardo,Geggus,Male,23,Frequent Traveller,Technology,35,CA,White,4,Information Systems,Senior Software Engineer,Single,51906,0,No,2020-01-14,No,2,1,1,1,PR6506,10/19/2022,1,3,4,1,2,1,3,2
5904,A067-9F4F,Murray,Rooms,Male,34,Some Travel,Sales,26,NY,White,4,Marketing ,Sales Executive,Married,215246,1,No,2020-01-15,No,2,0,0,0,PR6447,9/26/2022,3,2,4,3,1,2,4,3
5905,E210-F193,Karia,Bartunek,Female,28,Some Travel,Technology,38,CA,White,3,Computer Science,Machine Learning Engineer,Divorced,151229,1,No,2020-01-16,No,2,0,0,2,PR5755,2/20/2022,4,5,2,2,1,4,4,3
5906,9DB8-F763,Marlin,Upcraft,Male,23,Some Travel,Technology,37,CA,White,4,Information Systems,Data Scientist,Married,26406,3,No,2020-01-17,No,2,0,1,0,PR5986,4/25/2022,1,1,4,2,2,3,5,4
5907,E28D-424B,Buddie,Ainger,Non-Binary,22,Some Travel,Sales,5,NY,White,1,Economics,Sales Executive,Single,64689,0,No,2020-01-19,Yes,1,1,1,1,PR1101,5/10/2016,3,2,2,2,2,4,5,4
5908,E28D-424B,Buddie,Ainger,Non-Binary,22,Some Travel,Sales,5,NY,White,1,Economics,Sales Executive,Single,64689,0,No,2020-01-19,Yes,1,1,1,1,PR1656,5/10/2017,5,5,4,3,2,2,5,5
5909,E28D-424B,Buddie,Ainger,Non-Binary,22,Some Travel,Sales,5,NY,White,1,Economics,Sales Executive,Single,64689,0,No,2020-01-19,Yes,1,1,1,1,PR2315,5/10/2018,3,5,3,1,2,3,4,4
5910,E28D-424B,Buddie,Ainger,Non-Binary,22,Some Travel,Sales,5,NY,White,1,Economics,Sales Executive,Single,64689,0,No,2020-01-19,Yes,1,1,1,1,PR3070,5/10/2019,3,3,2,1,1,3,5,5
5911,E28D-424B,Buddie,Ainger,Non-Binary,22,Some Travel,Sales,5,NY,White,1,Economics,Sales Executive,Single,64689,0,No,2020-01-19,Yes,1,1,1,1,PR328,5/11/2014,4,4,3,1,1,2,3,2
5912,E28D-424B,Buddie,Ainger,Non-Binary,22,Some Travel,Sales,5,NY,White,1,Economics,Sales Executive,Single,64689,0,No,2020-01-19,Yes,1,1,1,1,PR3954,5/9/2020,5,4,5,1,0,2,5,5
5913,E28D-424B,Buddie,Ainger,Non-Binary,22,Some Travel,Sales,5,NY,White,1,Economics,Sales Executive,Single,64689,0,No,2020-01-19,Yes,1,1,1,1,PR4950,5/9/2021,3,5,4,3,2,5,5,5
5914,E28D-424B,Buddie,Ainger,Non-Binary,22,Some Travel,Sales,5,NY,White,1,Economics,Sales Executive,Single,64689,0,No,2020-01-19,Yes,1,1,1,1,PR6031,5/9/2022,5,4,4,2,1,2,5,4
5915,E28D-424B,Buddie,Ainger,Non-Binary,22,Some Travel,Sales,5,NY,White,1,Economics,Sales Executive,Single,64689,0,No,2020-01-19,Yes,1,1,1,1,PR657,5/11/2015,3,2,2,3,2,2,4,3
5916,D8F6-DED3,Myrvyn,Edsell,Male,20,Some Travel,Technology,23,CA,White,1,Computer Science,Software Engineer,Married,26752,0,Yes,2020-01-28,No,2,0,1,1,PR6138,6/8/2022,4,2,3,3,0,4,3,2
5917,4BE1-4A7B,Alexander,Winstone,Male,23,Frequent Traveller,Technology,10,NY,White,3,Information Systems,Software Engineer,Divorced,44566,0,Yes,2020-01-29,Yes,1,0,0,0,PR1058,4/17/2016,5,3,3,3,1,4,5,4
5918,4BE1-4A7B,Alexander,Winstone,Male,23,Frequent Traveller,Technology,10,NY,White,3,Information Systems,Software Engineer,Divorced,44566,0,Yes,2020-01-29,Yes,1,0,0,0,PR1607,4/17/2017,5,4,5,2,1,4,3,3
5919,4BE1-4A7B,Alexander,Winstone,Male,23,Frequent Traveller,Technology,10,NY,White,3,Information Systems,Software Engineer,Divorced,44566,0,Yes,2020-01-29,Yes,1,0,0,0,PR2262,4/17/2018,3,5,2,2,1,2,5,5
5920,4BE1-4A7B,Alexander,Winstone,Male,23,Frequent Traveller,Technology,10,NY,White,3,Information Systems,Software Engineer,Divorced,44566,0,Yes,2020-01-29,Yes,1,0,0,0,PR295,4/18/2014,3,2,2,3,0,5,4,3
5921,4BE1-4A7B,Alexander,Winstone,Male,23,Frequent Traveller,Technology,10,NY,White,3,Information Systems,Software Engineer,Divorced,44566,0,Yes,2020-01-29,Yes,1,0,0,0,PR3007,4/17/2019,4,3,4,3,1,2,3,3
5922,4BE1-4A7B,Alexander,Winstone,Male,23,Frequent Traveller,Technology,10,NY,White,3,Information Systems,Software Engineer,Divorced,44566,0,Yes,2020-01-29,Yes,1,0,0,0,PR3882,4/16/2020,3,4,3,2,2,4,4,4
5923,4BE1-4A7B,Alexander,Winstone,Male,23,Frequent Traveller,Technology,10,NY,White,3,Information Systems,Software Engineer,Divorced,44566,0,Yes,2020-01-29,Yes,1,0,0,0,PR4873,4/16/2021,3,5,3,3,2,5,3,2
5924,4BE1-4A7B,Alexander,Winstone,Male,23,Frequent Traveller,Technology,10,NY,White,3,Information Systems,Software Engineer,Divorced,44566,0,Yes,2020-01-29,Yes,1,0,0,0,PR5951,4/16/2022,3,2,2,2,2,3,5,5
5925,4BE1-4A7B,Alexander,Winstone,Male,23,Frequent Traveller,Technology,10,NY,White,3,Information Systems,Software Engineer,Divorced,44566,0,Yes,2020-01-29,Yes,1,0,0,0,PR618,4/18/2015,3,3,4,2,1,5,3,3
5926,8182-6AE6,Wandis,Needs,Female,25,Some Travel,Sales,32,NY,White,2,Marketing ,Sales Executive,Married,82357,1,Yes,2020-02-03,No,2,2,2,2,PR6325,8/9/2022,4,5,2,2,0,3,3,2
5927,E55E-9436,Wayland,McGlade,Male,41,No Travel ,Sales,34,CA,White,3,Marketing ,Sales Executive,Single,326896,0,Yes,2020-02-03,Yes,2,1,1,1,PR1353,12/16/2016,5,3,3,2,0,4,4,3
5928,E55E-9436,Wayland,McGlade,Male,41,No Travel ,Sales,34,CA,White,3,Marketing ,Sales Executive,Single,326896,0,Yes,2020-02-03,Yes,2,1,1,1,PR1981,12/16/2017,3,2,5,2,0,3,4,4
5929,E55E-9436,Wayland,McGlade,Male,41,No Travel ,Sales,34,CA,White,3,Marketing ,Sales Executive,Single,326896,0,Yes,2020-02-03,Yes,2,1,1,1,PR2698,12/16/2018,5,2,2,2,0,5,4,4
5930,E55E-9436,Wayland,McGlade,Male,41,No Travel ,Sales,34,CA,White,3,Marketing ,Sales Executive,Single,326896,0,Yes,2020-02-03,Yes,2,1,1,1,PR3526,12/16/2019,5,3,5,2,1,4,5,5
5931,E55E-9436,Wayland,McGlade,Male,41,No Travel ,Sales,34,CA,White,3,Marketing ,Sales Executive,Single,326896,0,Yes,2020-02-03,Yes,2,1,1,1,PR431,12/17/2014,5,4,5,3,2,5,5,5
5932,E55E-9436,Wayland,McGlade,Male,41,No Travel ,Sales,34,CA,White,3,Marketing ,Sales Executive,Single,326896,0,Yes,2020-02-03,Yes,2,1,1,1,PR4479,12/15/2020,5,5,5,1,1,3,5,4
5933,E55E-9436,Wayland,McGlade,Male,41,No Travel ,Sales,34,CA,White,3,Marketing ,Sales Executive,Single,326896,0,Yes,2020-02-03,Yes,2,1,1,1,PR5529,12/15/2021,1,2,1,2,0,3,4,4
5934,E55E-9436,Wayland,McGlade,Male,41,No Travel ,Sales,34,CA,White,3,Marketing ,Sales Executive,Single,326896,0,Yes,2020-02-03,Yes,2,1,1,1,PR6657,12/15/2022,4,3,3,3,3,5,5,4
5935,E55E-9436,Wayland,McGlade,Male,41,No Travel ,Sales,34,CA,White,3,Marketing ,Sales Executive,Single,326896,0,Yes,2020-02-03,Yes,2,1,1,1,PR833,12/17/2015,3,5,2,1,1,5,4,4
5936,F9BA-C7C8,Celina,Pawlata,Female,23,Some Travel,Technology,12,NY,White,3,Computer Science,Data Scientist,Married,27347,1,No,2020-02-07,No,2,0,0,0,PR6035,5/10/2022,5,4,5,1,0,3,5,4
5937,9ED3-ED64,Horatio,Cristoferi,Male,21,Some Travel,Technology,29,NY,White,4,Information Systems,Software Engineer,Divorced,31618,2,No,2020-02-13,No,2,0,2,2,PR5798,3/3/2022,5,4,4,1,0,3,5,5
5938,9A9B-630B,Nikolaus,Grimmer,Prefer Not To Say,23,Some Travel,Technology,25,IL,White,4,Information Systems,Machine Learning Engineer,Married,57285,0,No,2020-02-13,No,2,2,2,0,PR5985,4/25/2022,1,2,2,2,1,4,5,4
5939,3C73-12A0,Andee,Kenen,Female,22,Some Travel,Technology,6,CA,White,2,Information Systems,Senior Software Engineer,Single,70766,0,No,2020-02-15,No,2,0,2,1,PR6141,6/9/2022,5,2,5,3,2,4,4,4
5940,D9AE-B32C,Leelah,Ludvigsen,Female,22,Some Travel,Technology,7,CA,White,1,Computer Science,Software Engineer,Single,28359,0,No,2020-02-23,No,2,1,2,1,PR6306,8/2/2022,4,2,4,2,1,4,4,4
5941,A072-D80B,Corbett,Weippert,Male,27,Some Travel,Sales,17,CA,White,5,Marketing,Sales Executive,Married,81294,1,No,2020-02-24,No,2,2,2,2,PR6128,6/5/2022,3,5,3,3,2,5,3,2
5942,781F-6C21,Eugenio,Sempill,Male,43,Frequent Traveller,Sales,21,NY,White,3,Marketing ,Manager,Divorced,327587,1,Yes,2020-02-25,No,2,1,1,1,PR6221,7/6/2022,5,5,4,3,1,5,5,4
5943,E8D3-CABA,Georg,Nunnery,Male,20,Some Travel,Technology,37,CA,White,4,Computer Science,Data Scientist,Married,35654,2,No,2020-02-27,No,2,2,2,1,PR6131,6/6/2022,3,4,3,2,3,4,5,5
5944,666A-B076,Huberto,Coppins,Male,26,No Travel ,Technology,10,NY,White,2,Computer Science,Software Engineer,Single,62828,0,No,2020-02-28,No,2,0,2,1,PR6370,8/23/2022,3,4,5,2,0,5,5,4
5945,6010-A052,Florry,Pohlak,Female,20,Some Travel,Technology,26,NY,White,4,Business Studies,Software Engineer,Single,37094,0,No,2020-03-02,Yes,1,0,0,0,PR1014,3/25/2016,3,3,3,2,1,5,5,5
5946,6010-A052,Florry,Pohlak,Female,20,Some Travel,Technology,26,NY,White,4,Business Studies,Software Engineer,Single,37094,0,No,2020-03-02,Yes,1,0,0,0,PR1560,3/25/2017,4,4,4,1,1,3,5,4
5947,6010-A052,Florry,Pohlak,Female,20,Some Travel,Technology,26,NY,White,4,Business Studies,Software Engineer,Single,37094,0,No,2020-03-02,Yes,1,0,0,0,PR2207,3/25/2018,5,2,4,1,0,3,5,5
5948,6010-A052,Florry,Pohlak,Female,20,Some Travel,Technology,26,NY,White,4,Business Studies,Software Engineer,Single,37094,0,No,2020-03-02,Yes,1,0,0,0,PR264,3/26/2014,3,2,2,2,1,3,4,3
5949,6010-A052,Florry,Pohlak,Female,20,Some Travel,Technology,26,NY,White,4,Business Studies,Software Engineer,Single,37094,0,No,2020-03-02,Yes,1,0,0,0,PR2949,3/25/2019,3,4,3,2,1,4,4,4
5950,6010-A052,Florry,Pohlak,Female,20,Some Travel,Technology,26,NY,White,4,Business Studies,Software Engineer,Single,37094,0,No,2020-03-02,Yes,1,0,0,0,PR3812,3/24/2020,3,4,5,3,3,2,5,5
5951,6010-A052,Florry,Pohlak,Female,20,Some Travel,Technology,26,NY,White,4,Business Studies,Software Engineer,Single,37094,0,No,2020-03-02,Yes,1,0,0,0,PR4799,3/24/2021,4,2,3,3,0,3,4,3
5952,6010-A052,Florry,Pohlak,Female,20,Some Travel,Technology,26,NY,White,4,Business Studies,Software Engineer,Single,37094,0,No,2020-03-02,Yes,1,0,0,0,PR580,3/26/2015,4,2,2,2,0,5,4,4
5953,6010-A052,Florry,Pohlak,Female,20,Some Travel,Technology,26,NY,White,4,Business Studies,Software Engineer,Single,37094,0,No,2020-03-02,Yes,1,0,0,0,PR5870,3/24/2022,4,3,5,1,1,5,3,2
5954,F0C3-4859,Lenka,Ciotti,Non-Binary,21,Some Travel,Technology,37,IL,White,3,Information Systems,Software Engineer,Married,41476,1,Yes,2020-03-03,Yes,0,0,0,0,PR1201,7/18/2016,5,2,2,2,2,5,5,4
5955,F0C3-4859,Lenka,Ciotti,Non-Binary,21,Some Travel,Technology,37,IL,White,3,Information Systems,Software Engineer,Married,41476,1,Yes,2020-03-03,Yes,0,0,0,0,PR1780,7/18/2017,3,4,2,2,0,2,5,5
5956,F0C3-4859,Lenka,Ciotti,Non-Binary,21,Some Travel,Technology,37,IL,White,3,Information Systems,Software Engineer,Married,41476,1,Yes,2020-03-03,Yes,0,0,0,0,PR2454,7/18/2018,5,2,5,3,0,3,5,5
5957,F0C3-4859,Lenka,Ciotti,Non-Binary,21,Some Travel,Technology,37,IL,White,3,Information Systems,Software Engineer,Married,41476,1,Yes,2020-03-03,Yes,0,0,0,0,PR3236,7/18/2019,4,2,3,3,0,4,4,4
5958,F0C3-4859,Lenka,Ciotti,Non-Binary,21,Some Travel,Technology,37,IL,White,3,Information Systems,Software Engineer,Married,41476,1,Yes,2020-03-03,Yes,0,0,0,0,PR370,7/19/2014,5,3,4,2,0,5,3,2
5959,F0C3-4859,Lenka,Ciotti,Non-Binary,21,Some Travel,Technology,37,IL,White,3,Information Systems,Software Engineer,Married,41476,1,Yes,2020-03-03,Yes,0,0,0,0,PR4144,7/17/2020,2,2,3,1,0,2,4,3
5960,F0C3-4859,Lenka,Ciotti,Non-Binary,21,Some Travel,Technology,37,IL,White,3,Information Systems,Software Engineer,Married,41476,1,Yes,2020-03-03,Yes,0,0,0,0,PR5157,7/17/2021,4,2,2,1,0,5,3,2
5961,F0C3-4859,Lenka,Ciotti,Non-Binary,21,Some Travel,Technology,37,IL,White,3,Information Systems,Software Engineer,Married,41476,1,Yes,2020-03-03,Yes,0,0,0,0,PR6260,7/17/2022,4,5,3,2,1,4,4,3
5962,F0C3-4859,Lenka,Ciotti,Non-Binary,21,Some Travel,Technology,37,IL,White,3,Information Systems,Software Engineer,Married,41476,1,Yes,2020-03-03,Yes,0,0,0,0,PR732,7/19/2015,3,3,5,3,1,2,5,5
5963,0317-B7BC,Ronni,Beechcraft,Female,23,Some Travel,Sales,7,IL,White,4,Marketing,Sales Executive,Married,72622,0,Yes,2020-03-03,No,2,0,2,0,PR6456,9/29/2022,3,5,4,1,1,2,3,2
5964,AFA8-5058,Dame,Andrzejewski,Male,20,Some Travel,Human Resources,8,CA,White,4,Human Resources,Recruiter,Divorced,26186,0,Yes,2020-03-06,Yes,2,0,0,0,PR1230,8/14/2016,3,3,2,3,1,5,3,3
5965,AFA8-5058,Dame,Andrzejewski,Male,20,Some Travel,Human Resources,8,CA,White,4,Human Resources,Recruiter,Divorced,26186,0,Yes,2020-03-06,Yes,2,0,0,0,PR1818,8/14/2017,5,3,4,3,1,2,4,3
5966,AFA8-5058,Dame,Andrzejewski,Male,20,Some Travel,Human Resources,8,CA,White,4,Human Resources,Recruiter,Divorced,26186,0,Yes,2020-03-06,Yes,2,0,0,0,PR2501,8/14/2018,3,2,5,1,2,4,4,3
5967,AFA8-5058,Dame,Andrzejewski,Male,20,Some Travel,Human Resources,8,CA,White,4,Human Resources,Recruiter,Divorced,26186,0,Yes,2020-03-06,Yes,2,0,0,0,PR3296,8/14/2019,4,3,4,3,2,4,4,3
5968,AFA8-5058,Dame,Andrzejewski,Male,20,Some Travel,Human Resources,8,CA,White,4,Human Resources,Recruiter,Divorced,26186,0,Yes,2020-03-06,Yes,2,0,0,0,PR380,8/15/2014,4,5,5,1,3,2,3,2
5969,AFA8-5058,Dame,Andrzejewski,Male,20,Some Travel,Human Resources,8,CA,White,4,Human Resources,Recruiter,Divorced,26186,0,Yes,2020-03-06,Yes,2,0,0,0,PR4210,8/13/2020,4,3,3,3,1,3,4,3
5970,AFA8-5058,Dame,Andrzejewski,Male,20,Some Travel,Human Resources,8,CA,White,4,Human Resources,Recruiter,Divorced,26186,0,Yes,2020-03-06,Yes,2,0,0,0,PR5231,8/13/2021,5,3,4,2,1,2,3,2
5971,AFA8-5058,Dame,Andrzejewski,Male,20,Some Travel,Human Resources,8,CA,White,4,Human Resources,Recruiter,Divorced,26186,0,Yes,2020-03-06,Yes,2,0,0,0,PR6337,8/13/2022,2,1,4,1,1,3,3,2
5972,AFA8-5058,Dame,Andrzejewski,Male,20,Some Travel,Human Resources,8,CA,White,4,Human Resources,Recruiter,Divorced,26186,0,Yes,2020-03-06,Yes,2,0,0,0,PR749,8/15/2015,5,2,3,2,3,2,3,3
5973,0E85-1FC5,Pet,Dow,Female,31,Some Travel,Technology,21,CA,White,3,Computer Science,Senior Software Engineer,Divorced,127182,1,No,2020-03-08,No,2,0,0,1,PR6578,11/14/2022,5,5,2,2,1,4,5,4
5974,874D-5D4C,Clywd,Burril,Male,40,No Travel ,Technology,31,CA,White,4,Computer Science,Analytics Manager,Divorced,456418,1,No,2020-03-09,No,2,0,2,2,PR6246,7/11/2022,4,3,2,1,1,2,4,3
5975,6C42-A719,Bird,Libbey,Female,22,Some Travel,Technology,37,NY,White,3,Computer Science,Data Scientist,Single,30442,0,Yes,2020-03-11,Yes,0,0,0,0,PR1366,12/25/2016,4,2,5,2,1,2,3,3
5976,6C42-A719,Bird,Libbey,Female,22,Some Travel,Technology,37,NY,White,3,Computer Science,Data Scientist,Single,30442,0,Yes,2020-03-11,Yes,0,0,0,0,PR1995,12/25/2017,3,2,2,3,1,4,4,4
5977,6C42-A719,Bird,Libbey,Female,22,Some Travel,Technology,37,NY,White,3,Computer Science,Data Scientist,Single,30442,0,Yes,2020-03-11,Yes,0,0,0,0,PR2717,12/25/2018,4,2,5,3,2,4,3,3
5978,6C42-A719,Bird,Libbey,Female,22,Some Travel,Technology,37,NY,White,3,Computer Science,Data Scientist,Single,30442,0,Yes,2020-03-11,Yes,0,0,0,0,PR3550,12/25/2019,4,4,5,3,2,2,4,4
5979,6C42-A719,Bird,Libbey,Female,22,Some Travel,Technology,37,NY,White,3,Computer Science,Data Scientist,Single,30442,0,Yes,2020-03-11,Yes,0,0,0,0,PR435,12/26/2014,5,4,5,2,1,3,5,5
5980,6C42-A719,Bird,Libbey,Female,22,Some Travel,Technology,37,NY,White,3,Computer Science,Data Scientist,Single,30442,0,Yes,2020-03-11,Yes,0,0,0,0,PR4507,12/24/2020,4,3,5,3,0,2,3,2
5981,6C42-A719,Bird,Libbey,Female,22,Some Travel,Technology,37,NY,White,3,Computer Science,Data Scientist,Single,30442,0,Yes,2020-03-11,Yes,0,0,0,0,PR5560,12/24/2021,3,3,3,2,0,5,4,3
5982,6C42-A719,Bird,Libbey,Female,22,Some Travel,Technology,37,NY,White,3,Computer Science,Data Scientist,Single,30442,0,Yes,2020-03-11,Yes,0,0,0,0,PR6689,12/24/2022,4,3,3,3,0,4,3,2
5983,6C42-A719,Bird,Libbey,Female,22,Some Travel,Technology,37,NY,White,3,Computer Science,Data Scientist,Single,30442,0,Yes,2020-03-11,Yes,0,0,0,0,PR842,12/26/2015,5,2,4,1,3,4,3,3
5984,7BA2-EBDE,Borden,McGuiness,Male,31,No Travel ,Sales,6,NY,White,4,Marketing ,Manager,Single,321244,0,Yes,2020-03-16,No,2,2,2,0,PR6007,4/30/2022,4,3,3,3,0,3,5,4
5985,00B0-F199,Trueman,Jirasek,Male,23,Some Travel,Sales,35,CA,White,1,Marketing ,Sales Executive,Married,97824,1,Yes,2020-03-16,Yes,1,0,1,0,PR1123,5/21/2016,3,3,5,3,2,5,5,4
5986,00B0-F199,Trueman,Jirasek,Male,23,Some Travel,Sales,35,CA,White,1,Marketing ,Sales Executive,Married,97824,1,Yes,2020-03-16,Yes,1,0,1,0,PR1678,5/21/2017,4,3,4,2,0,2,4,4
5987,00B0-F199,Trueman,Jirasek,Male,23,Some Travel,Sales,35,CA,White,1,Marketing ,Sales Executive,Married,97824,1,Yes,2020-03-16,Yes,1,0,1,0,PR2339,5/21/2018,3,4,4,2,1,3,3,2
5988,00B0-F199,Trueman,Jirasek,Male,23,Some Travel,Sales,35,CA,White,1,Marketing ,Sales Executive,Married,97824,1,Yes,2020-03-16,Yes,1,0,1,0,PR3099,5/21/2019,5,4,3,3,3,5,4,4
5989,00B0-F199,Trueman,Jirasek,Male,23,Some Travel,Sales,35,CA,White,1,Marketing ,Sales Executive,Married,97824,1,Yes,2020-03-16,Yes,1,0,1,0,PR342,5/22/2014,3,5,3,1,3,2,3,2
5990,00B0-F199,Trueman,Jirasek,Male,23,Some Travel,Sales,35,CA,White,1,Marketing ,Sales Executive,Married,97824,1,Yes,2020-03-16,Yes,1,0,1,0,PR3989,5/20/2020,3,4,3,1,1,4,4,3
5991,00B0-F199,Trueman,Jirasek,Male,23,Some Travel,Sales,35,CA,White,1,Marketing ,Sales Executive,Married,97824,1,Yes,2020-03-16,Yes,1,0,1,0,PR4989,5/20/2021,5,3,2,1,3,4,5,4
5992,00B0-F199,Trueman,Jirasek,Male,23,Some Travel,Sales,35,CA,White,1,Marketing ,Sales Executive,Married,97824,1,Yes,2020-03-16,Yes,1,0,1,0,PR6073,5/20/2022,1,3,4,3,2,2,4,4
5993,00B0-F199,Trueman,Jirasek,Male,23,Some Travel,Sales,35,CA,White,1,Marketing ,Sales Executive,Married,97824,1,Yes,2020-03-16,Yes,1,0,1,0,PR674,5/22/2015,5,2,3,2,0,3,5,4
5994,6C7E-91CB,Jamie,Blazejewski,Male,28,No Travel ,Sales,37,IL,White,4,Marketing,Sales Executive,Single,95591,0,No,2020-03-19,No,2,2,2,2,PR6497,10/16/2022,5,3,5,3,3,5,3,3
5995,4D07-1452,Duke,Whittenbury,Male,21,Frequent Traveller,Sales,42,NY,White,2,Marketing ,Sales Executive,Single,46750,0,No,2020-03-23,No,2,0,0,0,PR6470,10/5/2022,2,2,4,2,0,4,5,5
5996,68D1-F434,Alick,Heasley,Male,40,Frequent Traveller,Technology,1,CA,White,4,Information Systems,Engineering Manager,Divorced,314668,1,No,2020-03-23,No,2,0,2,2,PR5983,4/24/2022,4,2,4,2,1,2,5,5
5997,D4DF-162F,Perla,Vivyan,Female,36,Some Travel,Technology,2,IL,White,2,Computer Science,Engineering Manager,Divorced,247730,1,Yes,2020-03-25,No,2,2,2,0,PR5907,4/2/2022,5,3,4,3,1,5,3,3
5998,BC43-E62B,Bria,Hendrickx,Female,23,Some Travel,Technology,34,IL,White,2,Computer Science,Software Engineer,Married,29956,0,No,2020-03-25,No,2,1,1,2,PR5788,3/1/2022,3,3,2,1,0,2,4,3
5999,017D-0B97,Maison,Werndley,Male,20,Some Travel,Sales,39,CA,White,2,Technical Degree,Sales Representative,Married,22558,1,Yes,2020-03-30,No,2,0,1,1,PR6480,10/9/2022,3,4,3,2,0,4,3,2
6000,5AD2-3B02,Bourke,Laird-Craig,Male,25,Frequent Traveller,Technology,40,NY,White,4,Business Studies,Senior Software Engineer,Married,67200,3,No,2020-04-05,No,2,2,2,2,PR5713,2/5/2022,3,4,5,1,0,3,5,5
